Total Qty,Reg Qty,Foil Qty,Card,Set,Mana Cost,Card Type,Color,Rarity,Mvid,Single Price,Single Foil Price,Total Price,Price Source,Notes
1,1,0,Crater Hellion,Eternal Masters,4RR,Creature  - Hellion Beast,Red,Rare,413666,0.16,0.47,0.16,0x108013a00,
2,2,0,Desperate Ravings,Eternal Masters,1R,Instant,Red,Common,413667,0.06,0.13,0.12,0x108013a00,
2,2,0,Dragon Egg,Eternal Masters,2R,Creature  - Dragon,Red,Common,413668,0.12,0.21,0.24,0x108013a00,
2,2,0,Faithless Looting,Eternal Masters,R,Sorcery,Red,Common,413670,0.54,1.50,1.08,0x108013a00,
3,3,0,Fervent Cathar,Eternal Masters,2R,Creature  - Human Knight,Red,Common,413671,0.06,0.25,0.18,0x108013a00,
2,2,0,Firebolt,Eternal Masters,R,Sorcery,Red,Common,413672,0.06,0.24,0.12,0x108013a00,
2,2,0,Keldon Champion,Eternal Masters,2RR,Creature  - Human Barbarian,Red,Uncommon,413677,0.07,0.08,0.14,0x108013a00,
3,2,1,Keldon Marauders,Eternal Masters,1R,Creature  - Human Warrior,Red,Common,413678,0.21,0.29,0.71,0x108013a00,
1,1,0,Kird Ape,Eternal Masters,R,Creature  - Ape,Red,Common,413679,0.13,0.53,0.13,0x108013a00,
3,3,0,Mogg Fanatic,Eternal Masters,R,Creature  - Goblin,Red,Common,413680,0.20,0.31,0.60,0x108013a00,
2,2,0,Mogg War Marshal,Eternal Masters,1R,Creature  - Goblin Warrior,Red,Common,413681,0.61,1.10,1.22,0x108013a00,
3,3,0,Orcish Oriflamme,Eternal Masters,3R,Enchantment,Red,Common,413682,0.02,0.09,0.06,0x108013a00,
1,1,0,Price of Progress,Eternal Masters,1R,Instant,Red,Uncommon,413683,1.75,2.63,1.75,0x108013a00,
1,1,0,Pyroblast,Eternal Masters,R,Instant,Red,Uncommon,413684,4.52,15.72,4.52,0x108013a00,
1,1,0,Pyrokinesis,Eternal Masters,4RR,Instant,Red,Rare,413685,0.24,0.76,0.24,0x108013a00,
3,3,0,Reckless Charge,Eternal Masters,R,Sorcery,Red,Common,413686,0.14,0.24,0.42,0x108013a00,
1,1,0,Rorix Bladewing,Eternal Masters,3RRR,Legendary Creature  - Dragon,Red,Rare,413687,0.35,0.59,0.35,0x108013a00,
3,3,0,Seismic Stomp,Eternal Masters,1R,Sorcery,Red,Common,413688,0.03,0.10,0.09,0x108013a00,
1,1,0,Sneak Attack,Eternal Masters,3R,Enchantment,Red,Mythic Rare,413690,16.10,25.01,16.10,0x108013a00,
2,2,0,Stingscourger,Eternal Masters,1R,Creature  - Goblin Warrior,Red,Common,413691,0.05,0.26,0.10,0x108013a00,
1,1,0,Sulfuric Vortex,Eternal Masters,1RR,Enchantment,Red,Rare,413692,1.57,3.14,1.57,0x108013a00,
2,2,0,Tooth and Claw,Eternal Masters,3R,Enchantment,Red,Uncommon,413693,0.14,0.23,0.28,0x108013a00,
4,3,1,Undying Rage,Eternal Masters,2R,Enchantment  - Aura,Red,Common,413694,0.01,0.23,0.26,0x108013a00,
3,2,1,Wildfire Emissary,Eternal Masters,3R,Creature  - Efreet,Red,Common,413695,0.02,0.09,0.13,0x108013a00,
1,1,0,Worldgorger Dragon,Eternal Masters,3RRR,Creature  - Nightmare Dragon,Red,Mythic Rare,413696,12.30,30.93,12.30,0x108013a00,
1,1,0,Young Pyromancer,Eternal Masters,1R,Creature  - Human Shaman,Red,Uncommon,413697,0.68,1.70,0.68,0x108013a00,
4,4,0,Abundant Growth,Eternal Masters,G,Enchantment  - Aura,Green,Common,413698,0.37,2.43,1.48,0x108013a00,
1,1,0,Ancestral Mask,Eternal Masters,2G,Enchantment  - Aura,Green,Uncommon,413699,1.17,3.03,1.17,0x108013a00,
2,2,0,Brawn,Eternal Masters,3G,Creature  - Incarnation,Green,Uncommon,413701,0.40,0.41,0.80,0x108013a00,
1,1,0,Centaur Chieftain,Eternal Masters,3G,Creature  - Centaur,Green,Uncommon,413702,0.07,0.09,0.07,0x108013a00,
3,3,0,Civic Wayfinder,Eternal Masters,2G,Creature  - Elf Warrior Druid,Green,Common,413703,0.08,0.22,0.24,0x108013a00,
2,2,0,Commune with the Gods,Eternal Masters,1G,Sorcery,Green,Common,413704,0.22,0.39,0.44,0x108013a00,
2,2,0,Elephant Guide,Eternal Masters,2G,Enchantment  - Aura,Green,Common,413705,0.23,0.27,0.46,0x108013a00,
2,2,0,Elvish Vanguard,Eternal Masters,1G,Creature  - Elf Warrior,Green,Common,413706,0.26,0.50,0.52,0x108013a00,
4,4,0,Emperor Crocodile,Eternal Masters,3G,Creature  - Crocodile,Green,Common,413707,0.03,0.15,0.12,0x108013a00,
1,1,0,Flinthoof Boar,Eternal Masters,1G,Creature  - Boar,Green,Uncommon,413708,0.10,0.25,0.10,0x108013a00,
3,3,0,Fog,Eternal Masters,G,Instant,Green,Common,413709,0.25,0.37,0.75,0x108013a00,
4,4,0,Gaea's Blessing,Eternal Masters,1G,Sorcery,Green,Uncommon,413710,0.24,0.79,0.96,0x108013a00,
1,1,0,Harmonize,Eternal Masters,2GG,Sorcery,Green,Uncommon,413712,0.56,1.20,0.56,0x108013a00,
1,1,0,Honden of Life's Web,Eternal Masters,4G,Legendary Enchantment  - Shrine,Green,Uncommon,413714,1.07,3.66,1.07,0x108013a00,
2,2,0,Invigorate,Eternal Masters,2G,Instant,Green,Uncommon,413716,0.20,0.25,0.40,0x108013a00,
2,2,0,Llanowar Elves,Eternal Masters,G,Creature  - Elf Druid,Green,Common,413717,0.34,1.02,0.68,0x108013a00,
2,2,0,Lys Alana Huntmaster,Eternal Masters,2GG,Creature  - Elf Warrior,Green,Common,413718,0.39,0.65,0.78,0x108013a00,
4,4,0,Nature's Claim,Eternal Masters,G,Instant,Green,Common,413720,0.74,1.96,2.96,0x108013a00,
2,2,0,Nimble Mongoose,Eternal Masters,G,Creature  - Mongoose,Green,Common,413721,0.12,0.46,0.24,0x108013a00,
2,2,0,Rancor,Eternal Masters,G,Enchantment  - Aura,Green,Uncommon,413722,0.86,1.82,1.72,0x108013a00,
3,3,0,Roots,Eternal Masters,3G,Enchantment  - Aura,Green,Common,413725,0.08,0.11,0.24,0x108013a00,
2,2,0,Seal of Strength,Eternal Masters,G,Enchantment,Green,Common,413726,0.10,0.14,0.20,0x108013a00,
2,2,0,Sentinel Spider,Eternal Masters,3GG,Creature  - Spider,Green,Common,413727,0.08,0.23,0.16,0x108013a00,
4,4,0,Sylvan Library,Eternal Masters,1G,Enchantment,Green,Rare,413729,49.77,85.23,199.08,0x108013a00,
1,1,0,Sylvan Might,Eternal Masters,1G,Instant,Green,Common,413730,0.07,0.14,0.07,0x108013a00,
1,1,0,Thornweald Archer,Eternal Masters,1G,Creature  - Elf Archer,Green,Common,413731,0.20,0.33,0.20,0x108013a00,
3,2,1,Werebear,Eternal Masters,1G,Creature  - Human Bear Druid,Green,Common,413733,0.23,0.49,0.95,0x108013a00,
2,2,0,Wirewood Symbiote,Eternal Masters,G,Creature  - Insect,Green,Uncommon,413734,4.23,4.70,8.46,0x108013a00,
1,1,0,Xantid Swarm,Eternal Masters,G,Creature  - Insect,Green,Rare,413735,0.43,0.71,0.43,0x108013a00,
4,3,1,Yavimaya Enchantress,Eternal Masters,2G,Creature  - Human Druid,Green,Common,413736,0.11,0.27,0.60,0x108013a00,
3,2,1,Armadillo Cloak,Eternal Masters,1GW,Enchantment  - Aura,Gold,Uncommon,413737,0.57,1.47,2.61,0x108013a00,
1,1,0,Baleful Strix,Eternal Masters,UB,Artifact Creature  - Bird,Gold,Rare,413738,4.02,31.48,4.02,0x108013a00,
1,1,0,Dack Fayden,Eternal Masters,1UR,Planeswalker  - Dack,Gold,Mythic Rare,413741,25.70,37.10,25.70,0x108013a00,
1,1,0,Extract from Darkness,Eternal Masters,3UB,Sorcery,Gold,Uncommon,413742,0.18,0.46,0.18,0x108013a00,
1,1,0,Shaman of the Pack,Eternal Masters,1BG,Creature  - Elf Shaman,Gold,Uncommon,413747,0.36,1.45,0.36,0x108013a00,
1,1,0,Trygon Predator,Eternal Masters,1GU,Creature  - Beast,Gold,Uncommon,413751,0.23,0.77,0.23,0x108013a00,
1,1,0,Vindicate,Eternal Masters,1WB,Sorcery,Gold,Rare,413752,9.55,11.30,9.55,0x108013a00,
1,1,0,Void,Eternal Masters,3BR,Sorcery,Gold,Rare,413753,0.28,0.46,0.28,0x108013a00,
1,1,0,Wee Dragonauts,Eternal Masters,1UR,Creature  - Faerie Wizard,Gold,Uncommon,413754,0.09,0.22,0.09,0x108013a00,
1,1,0,Zealous Persecution,Eternal Masters,WB,Instant,Gold,Uncommon,413755,0.16,0.80,0.16,0x108013a00,
1,1,0,Deathrite Shaman,Eternal Masters,{B/G},Creature  - Elf Shaman,Gold,Rare,413757,10.32,20.53,10.32,0x108013a00,
1,1,0,Torrent of Souls,Eternal Masters,4{B/R},Sorcery,Gold,Uncommon,413759,0.15,0.37,0.15,0x108013a00,
1,1,0,Emmessi Tome,Eternal Masters,4,Artifact,Artifact,Uncommon,413763,0.19,0.23,0.19,0x108013a00,
1,1,0,Goblin Charbelcher,Eternal Masters,4,Artifact,Artifact,Rare,413764,1.48,5.70,1.48,0x108013a00,
1,1,0,Juggernaut,Eternal Masters,4,Artifact Creature  - Juggernaut,Artifact,Uncommon,413766,0.06,0.15,0.06,0x108013a00,
1,1,0,Millikin,Eternal Masters,2,Artifact Creature  - Construct,Artifact,Uncommon,413768,1.75,1.58,1.75,0x108013a00,
2,2,0,Pilgrim's Eye,Eternal Masters,3,Artifact Creature  - Thopter,Artifact,Common,413771,0.17,0.35,0.34,0x108013a00,
1,1,0,Prismatic Lens,Eternal Masters,2,Artifact,Artifact,Uncommon,413772,0.41,1.41,0.41,0x108013a00,
1,1,0,Relic of Progenitus,Eternal Masters,1,Artifact,Artifact,Uncommon,413773,3.73,5.35,3.73,0x108013a00,
1,1,0,Ticking Gnomes,Eternal Masters,3,Artifact Creature  - Gnome,Artifact,Uncommon,413775,0.08,0.18,0.08,0x108013a00,
1,1,0,Winter Orb,Eternal Masters,2,Artifact,Artifact,Rare,413776,19.92,40.95,19.92,0x108013a00,
1,1,0,Worn Powerstone,Eternal Masters,3,Artifact,Artifact,Uncommon,413777,2.03,5.62,2.03,0x108013a00,
3,3,0,Bloodfell Caves,Eternal Masters,,Land,Land,Common,413778,0.14,0.24,0.42,0x108013a00,
2,2,0,Blossoming Sands,Eternal Masters,,Land,Land,Common,413779,0.10,0.19,0.20,0x108013a00,
4,4,0,Dismal Backwater,Eternal Masters,,Land,Land,Common,413780,0.12,0.25,0.48,0x108013a00,
4,4,0,Jungle Hollow,Eternal Masters,,Land,Land,Common,413781,0.12,0.24,0.48,0x108013a00,
3,3,0,Karakas,Eternal Masters,,Legendary Land,Land,Mythic Rare,413782,37.30,26.00,111.90,0x108013a00,
1,1,0,Maze of Ith,Eternal Masters,,Land,Land,Rare,413783,10.41,11.88,10.41,0x108013a00,
1,1,0,Mishra's Factory,Eternal Masters,,Land,Land,Uncommon,413784,0.26,0.89,0.26,0x108013a00,
3,3,0,Rugged Highlands,Eternal Masters,,Land,Land,Common,413785,0.14,0.25,0.42,0x108013a00,
1,1,0,Scoured Barrens,Eternal Masters,,Land,Land,Common,413786,0.11,0.31,0.11,0x108013a00,
3,3,0,Swiftwater Cliffs,Eternal Masters,,Land,Land,Common,413787,0.13,0.50,0.39,0x108013a00,
2,2,0,Thornwood Falls,Eternal Masters,,Land,Land,Common,413788,0.10,0.27,0.20,0x108013a00,
2,1,1,Tranquil Cove,Eternal Masters,,Land,Land,Common,413789,0.09,0.19,0.28,0x108013a00,
1,1,0,Wasteland,Eternal Masters,,Land,Land,Rare,413790,31.52,40.64,31.52,0x108013a00,
2,2,0,Wind-Scarred Crag,Eternal Masters,,Land,Land,Common,413791,0.07,0.27,0.14,0x108013a00,
1,1,0,Decimator of the Provinces,Eldritch Moon,10,Creature  - Eldrazi Boar,Artifact,Mythic Rare,414291,1.78,3.49,1.78,0x108013a00,
1,1,0,Distended Mindbender,Eldritch Moon,8,Creature  - Eldrazi Insect,Artifact,Rare,414292,0.23,0.69,0.23,0x108013a00,
2,2,0,Drownyard Behemoth,Eldritch Moon,9,Creature  - Eldrazi Crab,Artifact,Uncommon,414293,0.11,0.29,0.22,0x108013a00,
2,2,0,Elder Deep-Fiend,Eldritch Moon,8,Creature  - Eldrazi Octopus,Artifact,Rare,414294,0.43,1.60,0.86,0x108013a00,
1,1,0,"Emrakul, the Promised End",Eldritch Moon,13,Legendary Creature  - Eldrazi,Artifact,Mythic Rare,414295,43.64,93.95,43.64,0x108013a00,
4,4,0,It of the Horrid Swarm,Eldritch Moon,8,Creature  - Eldrazi Insect,Artifact,Common,414297,0.05,0.22,0.20,0x108013a00,
2,2,0,Lashweed Lurker,Eldritch Moon,8,Creature  - Eldrazi Horror,Artifact,Uncommon,414298,0.11,0.26,0.22,0x108013a00,
2,2,0,Mockery of Nature,Eldritch Moon,9,Creature  - Eldrazi Beast,Artifact,Uncommon,414299,0.15,0.35,0.30,0x108013a00,
2,1,1,Vexing Scuttler,Eldritch Moon,8,Creature  - Eldrazi Crab,Artifact,Uncommon,414300,0.10,0.43,0.53,0x108013a00,
1,1,0,Blessed Alliance,Eldritch Moon,1W,Instant,White,Uncommon,414302,0.25,3.06,0.25,0x108013a00,
4,4,0,Borrowed Grace,Eldritch Moon,2W,Instant,White,Common,414303,0.06,0.33,0.24,0x108013a00,
1,1,0,"Bruna, the Fading Light",Eldritch Moon,5WW,Legendary Creature  - Angel Horror,White,Rare,414304,2.74,7.26,2.74,0x108013a00,
4,4,0,Choking Restraints,Eldritch Moon,2W,Enchantment  - Aura,White,Common,414306,0.03,0.12,0.12,0x108013a00,
2,2,0,Courageous Outrider,Eldritch Moon,3W,Creature  - Human Scout,White,Uncommon,414308,0.04,0.24,0.08,0x108013a00,
4,4,0,Dawn Gryff,Eldritch Moon,2W,Creature  - Hippogriff,White,Common,414309,0.02,0.09,0.08,0x108013a00,
1,1,0,Deploy the Gatewatch,Eldritch Moon,4WW,Sorcery,White,Mythic Rare,414310,0.92,3.89,0.92,0x108013a00,
4,4,0,Desperate Sentry,Eldritch Moon,2W,Creature  - Human Soldier,White,Common,414311,0.09,0.09,0.36,0x108013a00,
3,3,0,Drogskol Shieldmate,Eldritch Moon,2W,Creature  - Spirit Soldier,White,Uncommon,414312,0.06,0.17,0.18,0x108013a00,
1,1,0,Faith Unbroken,Eldritch Moon,3W,Enchantment  - Aura,White,Uncommon,414315,0.11,0.36,0.11,0x108013a00,
3,3,0,Faithbearer Paladin,Eldritch Moon,4W,Creature  - Human Knight,White,Common,414316,0.04,0.07,0.12,0x108013a00,
4,4,0,Fiend Binder,Eldritch Moon,3W,Creature  - Human Soldier,White,Common,414317,0.02,0.09,0.08,0x108013a00,
2,2,0,Geist of the Lonely Vigil,Eldritch Moon,1W,Creature  - Spirit Cleric,White,Uncommon,414318,0.06,0.19,0.12,0x108013a00,
1,1,0,"Gisela, the Broken Blade",Eldritch Moon,2WW,Legendary Creature  - Angel Horror,White,Mythic Rare,414319,26.62,61.61,26.62,0x108013a00,
1,1,0,Give No Ground,Eldritch Moon,3W,Instant,White,Uncommon,414320,0.08,0.14,0.08,0x108013a00,
4,4,0,Guardian of Pilgrims,Eldritch Moon,1W,Creature  - Spirit Cleric,White,Common,414321,0.02,0.24,0.08,0x108013a00,
4,4,0,Ironwright's Cleansing,Eldritch Moon,2W,Sorcery,White,Common,414323,0.02,0.14,0.08,0x108013a00,
2,2,0,Lone Rider,Eldritch Moon,1W,Creature  - Human Knight,White,Uncommon,414324,0.37,2.50,0.74,0x108013a00,
3,3,0,Long Road Home,Eldritch Moon,1W,Instant,White,Uncommon,414326,0.15,0.33,0.45,0x108013a00,
4,4,0,Lunarch Mantle,Eldritch Moon,1W,Enchantment  - Aura,White,Common,414327,0.02,0.09,0.08,0x108013a00,
1,1,0,Peace of Mind,Eldritch Moon,1W,Enchantment,White,Uncommon,414328,0.08,0.18,0.08,0x108013a00,
2,2,0,Providence,Eldritch Moon,5WW,Sorcery,White,Rare,414329,0.15,0.34,0.30,0x108013a00,
1,1,0,Sigarda's Aid,Eldritch Moon,W,Enchantment,White,Rare,414333,3.79,12.38,3.79,0x108013a00,
4,4,0,Sigardian Priest,Eldritch Moon,1W,Creature  - Human Cleric,White,Common,414334,0.05,0.13,0.20,0x108013a00,
3,3,0,Spectral Reserves,Eldritch Moon,3W,Sorcery,White,Common,414335,0.08,0.21,0.24,0x108013a00,
4,3,1,Steadfast Cathar,Eldritch Moon,1W,Creature  - Human Soldier,White,Common,414336,0.01,0.10,0.13,0x108013a00,
3,3,0,Subjugator Angel,Eldritch Moon,4WW,Creature  - Angel,White,Uncommon,414337,0.29,1.08,0.87,0x108013a00,
2,2,0,"Thalia, Heretic Cathar",Eldritch Moon,2W,Legendary Creature  - Human Soldier,White,Rare,414338,5.72,7.24,11.44,0x108013a00,
3,3,0,Thalia's Lancers,Eldritch Moon,3WW,Creature  - Human Knight,White,Rare,414339,0.50,1.34,1.50,0x108013a00,
4,4,0,Thraben Standard Bearer,Eldritch Moon,W,Creature  - Human Soldier,White,Common,414340,0.04,0.13,0.16,0x108013a00,
3,3,0,Chilling Grasp,Eldritch Moon,2U,Instant,Blue,Uncommon,414342,0.05,0.31,0.15,0x108013a00,
2,2,0,Contingency Plan,Eldritch Moon,1U,Sorcery,Blue,Common,414344,0.06,0.30,0.12,0x108013a00,
3,3,0,Convolute,Eldritch Moon,2U,Instant,Blue,Common,414345,0.07,0.27,0.21,0x108013a00,
4,4,0,Curious Homunculus,Eldritch Moon,1U,Creature  - Homunculus,Blue,Uncommon,414346,0.38,1.38,1.52,0x108013a00,
4,4,0,Displace,Eldritch Moon,2U,Instant,Blue,Common,414348,0.40,3.16,1.60,0x108013a00,
1,1,0,Docent of Perfection,Eldritch Moon,3UU,Creature  - Insect Horror,Blue,Rare,414349,4.58,5.28,4.58,0x108013a00,
3,3,0,Drag Under,Eldritch Moon,2U,Sorcery,Blue,Common,414351,0.06,0.09,0.18,0x108013a00,
3,3,0,Enlightened Maniac,Eldritch Moon,3U,Creature  - Human,Blue,Common,414352,0.06,0.11,0.18,0x108013a00,
4,4,0,Exultant Cultist,Eldritch Moon,2U,Creature  - Human Wizard,Blue,Common,414353,0.04,0.08,0.16,0x108013a00,
4,4,0,Fogwalker,Eldritch Moon,1U,Creature  - Spirit,Blue,Common,414354,0.09,0.21,0.36,0x108013a00,
1,1,0,Fortune's Favor,Eldritch Moon,3U,Instant,Blue,Uncommon,414355,0.09,0.22,0.09,0x108013a00,
3,3,0,Geist of the Archives,Eldritch Moon,2U,Creature  - Spirit,Blue,Uncommon,414356,0.36,0.50,1.08,0x108013a00,
1,1,0,Grizzled Angler,Eldritch Moon,2U,Creature  - Human,Blue,Uncommon,414357,0.05,0.22,0.05,0x108013a00,
4,4,0,Ingenious Skaab,Eldritch Moon,2U,Creature  - Zombie Horror,Blue,Common,414361,0.01,0.11,0.04,0x108013a00,
3,3,0,Laboratory Brute,Eldritch Moon,3U,Creature  - Zombie Horror,Blue,Common,414362,0.01,0.13,0.03,0x108013a00,
1,1,0,Lunar Force,Eldritch Moon,2U,Enchantment,Blue,Uncommon,414363,0.11,0.41,0.11,0x108013a00,
3,3,0,Nebelgast Herald,Eldritch Moon,2U,Creature  - Spirit,Blue,Uncommon,414366,0.29,3.03,0.87,0x108013a00,
1,1,0,Niblis of Frost,Eldritch Moon,2UU,Creature  - Spirit,Blue,Rare,414367,0.23,0.61,0.23,0x108013a00,
3,3,0,Scour the Laboratory,Eldritch Moon,4UU,Instant,Blue,Uncommon,414368,0.05,0.11,0.15,0x108013a00,
3,3,0,Spontaneous Mutation,Eldritch Moon,U,Enchantment  - Aura,Blue,Common,414369,0.06,0.15,0.18,0x108013a00,
4,4,0,Take Inventory,Eldritch Moon,1U,Sorcery,Blue,Common,414371,0.08,0.20,0.32,0x108013a00,
3,3,0,Tattered Haunter,Eldritch Moon,1U,Creature  - Spirit,Blue,Common,414372,0.04,0.10,0.12,0x108013a00,
3,3,0,Turn Aside,Eldritch Moon,U,Instant,Blue,Common,414373,0.17,0.35,0.51,0x108013a00,
2,2,0,Unsubstantiate,Eldritch Moon,1U,Instant,Blue,Uncommon,414374,0.26,1.27,0.52,0x108013a00,
3,3,0,Boon of Emrakul,Eldritch Moon,2B,Enchantment  - Aura,Black,Common,414376,0.02,0.09,0.06,0x108013a00,
4,4,0,Borrowed Malevolence,Eldritch Moon,B,Instant,Black,Common,414377,0.01,0.09,0.04,0x108013a00,
4,4,0,Cemetery Recruitment,Eldritch Moon,1B,Sorcery,Black,Common,414378,0.18,0.34,0.72,0x108013a00,
2,2,0,Certain Death,Eldritch Moon,5B,Sorcery,Black,Common,414379,0.03,0.09,0.06,0x108013a00,
1,1,0,Cryptbreaker,Eldritch Moon,B,Creature  - Zombie,Black,Rare,414381,3.41,6.82,3.41,0x108013a00,
2,2,0,Gavony Unhallowed,Eldritch Moon,3B,Creature  - Zombie,Black,Common,414384,0.08,0.22,0.16,0x108013a00,
4,3,1,Graf Harvest,Eldritch Moon,B,Enchantment,Black,Uncommon,414385,0.34,0.72,1.74,0x108013a00,
4,4,0,Graf Rats,Eldritch Moon,1B,Creature  - Rat,Black,Common,414386,0.10,0.27,0.40,0x108013a00,
1,1,0,Haunted Dead,Eldritch Moon,3B,Creature  - Zombie,Black,Uncommon,414387,0.18,1.65,0.18,0x108013a00,
1,1,0,"Liliana, the Last Hope",Eldritch Moon,1BB,Planeswalker  - Liliana,Black,Mythic Rare,414388,25.52,52.15,25.52,0x108013a00,
1,1,0,Liliana's Elite,Eldritch Moon,2B,Creature  - Zombie,Black,Uncommon,414389,0.14,0.52,0.14,0x108013a00,
3,3,0,Markov Crusader,Eldritch Moon,4B,Creature  - Vampire Knight,Black,Uncommon,414390,0.11,0.26,0.33,0x108013a00,
4,4,0,Midnight Scavengers,Eldritch Moon,4B,Creature  - Human Rogue,Black,Common,414391,0.10,0.27,0.40,0x108013a00,
1,1,0,Noosegraf Mob,Eldritch Moon,4BB,Creature  - Zombie,Black,Rare,414394,0.42,0.51,0.42,0x108013a00,
2,2,0,Oath of Liliana,Eldritch Moon,2B,Legendary Enchantment,Black,Rare,414395,0.47,3.70,0.94,0x108013a00,
3,3,0,Olivia's Dragoon,Eldritch Moon,1B,Creature  - Vampire Berserker,Black,Common,414396,0.07,0.16,0.21,0x108013a00,
1,1,0,Prying Questions,Eldritch Moon,2B,Sorcery,Black,Uncommon,414397,0.06,0.11,0.06,0x108013a00,
3,3,0,Ruthless Disposal,Eldritch Moon,4B,Sorcery,Black,Uncommon,414399,0.05,0.14,0.15,0x108013a00,
4,4,0,Skirsdag Supplicant,Eldritch Moon,2B,Creature  - Human Cleric,Black,Common,414400,0.01,0.09,0.04,0x108013a00,
2,2,0,Strange Augmentation,Eldritch Moon,B,Enchantment  - Aura,Black,Common,414401,0.01,0.08,0.02,0x108013a00,
1,1,0,Stromkirk Condemned,Eldritch Moon,BB,Creature  - Vampire Horror,Black,Rare,414402,0.26,0.76,0.26,0x108013a00,
4,4,0,Succumb to Temptation,Eldritch Moon,1BB,Instant,Black,Common,414403,0.17,0.36,0.68,0x108013a00,
4,4,0,Thraben Foulbloods,Eldritch Moon,2B,Creature  - Zombie Hound,Black,Common,414404,0.02,0.14,0.08,0x108013a00,
1,1,0,Tree of Perdition,Eldritch Moon,3B,Creature  - Plant,Black,Mythic Rare,414405,10.29,12.57,10.29,0x108013a00,
1,1,0,Vampire Cutthroat,Eldritch Moon,B,Creature  - Vampire Rogue,Black,Uncommon,414406,0.94,5.62,0.94,0x108013a00,
2,2,0,Voldaren Pariah,Eldritch Moon,3BB,Creature  - Vampire Horror,Black,Rare,414407,1.58,4.01,3.16,0x108013a00,
1,1,0,Wailing Ghoul,Eldritch Moon,1B,Creature  - Zombie,Black,Common,414409,0.10,0.15,0.10,0x108013a00,
4,4,0,Weirded Vampire,Eldritch Moon,3B,Creature  - Vampire Horror,Black,Common,414410,0.08,0.27,0.32,0x108013a00,
2,2,0,Whispers of Emrakul,Eldritch Moon,1B,Sorcery,Black,Uncommon,414411,0.16,0.44,0.32,0x108013a00,
2,2,0,Abandon Reason,Eldritch Moon,2R,Instant,Red,Uncommon,414412,0.09,0.28,0.18,0x108013a00,
3,3,0,Alchemist's Greeting,Eldritch Moon,4R,Sorcery,Red,Common,414413,0.08,0.23,0.24,0x108013a00,
3,3,0,Assembled Alphas,Eldritch Moon,5R,Creature  - Wolf,Red,Rare,414414,0.16,0.34,0.48,0x108013a00,
1,1,0,Blood Mist,Eldritch Moon,3R,Enchantment,Red,Uncommon,414416,0.21,0.70,0.21,0x108013a00,
3,3,0,Bold Impaler,Eldritch Moon,R,Creature  - Vampire Knight,Red,Common,414417,0.05,0.23,0.15,0x108013a00,
4,4,0,Borrowed Hostility,Eldritch Moon,R,Instant,Red,Common,414418,0.10,0.25,0.40,0x108013a00,
4,4,0,Brazen Wolves,Eldritch Moon,2R,Creature  - Wolf,Red,Common,414419,0.06,0.24,0.24,0x108013a00,
1,1,0,Conduit of Storms,Eldritch Moon,2R,Creature  - Werewolf Horror,Red,Uncommon,414421,0.20,0.63,0.20,0x108013a00,
2,2,0,Deranged Whelp,Eldritch Moon,1R,Creature  - Wolf,Red,Uncommon,414423,0.06,0.17,0.12,0x108013a00,
4,4,0,Distemper of the Blood,Eldritch Moon,1R,Sorcery,Red,Common,414424,0.12,0.24,0.48,0x108013a00,
4,4,0,Falkenrath Reaver,Eldritch Moon,1R,Creature  - Vampire,Red,Common,414425,0.03,0.15,0.12,0x108013a00,
4,4,0,Furyblade Vampire,Eldritch Moon,1R,Creature  - Vampire Berserker,Red,Uncommon,414426,0.14,0.60,0.56,0x108013a00,
4,4,0,Galvanic Bombardment,Eldritch Moon,R,Instant,Red,Common,414427,0.09,0.18,0.36,0x108013a00,
4,4,0,Hanweir Garrison,Eldritch Moon,2R,Creature  - Human Soldier,Red,Rare,414428,2.78,4.20,11.12,0x108013a00,
1,1,0,Impetuous Devils,Eldritch Moon,2RR,Creature  - Devil,Red,Rare,414431,0.14,0.33,0.14,0x108013a00,
1,1,0,Incendiary Flow,Eldritch Moon,1R,Sorcery,Red,Uncommon,414432,0.07,0.53,0.07,0x108013a00,
4,4,0,Make Mischief,Eldritch Moon,2R,Sorcery,Red,Common,414434,0.08,0.21,0.32,0x108013a00,
1,1,0,Nahiri's Wrath,Eldritch Moon,2R,Sorcery,Red,Mythic Rare,414436,0.68,1.36,0.68,0x108013a00,
4,4,0,Otherworldly Outburst,Eldritch Moon,R,Instant,Red,Common,414437,0.13,0.27,0.52,0x108013a00,
3,3,0,Prophetic Ravings,Eldritch Moon,R,Enchantment  - Aura,Red,Common,414438,0.08,0.19,0.24,0x108013a00,
1,1,0,Shreds of Sanity,Eldritch Moon,2R,Sorcery,Red,Uncommon,414440,0.10,0.45,0.10,0x108013a00,
2,2,0,Smoldering Werewolf,Eldritch Moon,2RR,Creature  - Werewolf Horror,Red,Uncommon,414441,0.17,0.46,0.34,0x108013a00,
1,1,0,Spreading Flames,Eldritch Moon,6R,Instant,Red,Uncommon,414443,0.04,0.25,0.04,0x108013a00,
4,4,0,Stensia Innkeeper,Eldritch Moon,3R,Creature  - Vampire,Red,Common,414445,0.01,0.14,0.04,0x108013a00,
4,4,0,Thermo-Alchemist,Eldritch Moon,1R,Creature  - Human Shaman,Red,Common,414447,0.26,1.42,1.04,0x108013a00,
4,3,1,Vildin-Pack Outcast,Eldritch Moon,4R,Creature  - Werewolf Horror,Red,Common,414448,0.12,0.22,0.58,0x108013a00,
